t_abs,phase,block,trial_idx_in_block,question_number,question_year,question_type,question_field,marker_name,marker_code,rt_from_phase,choice,correct,button_click_time,option_view_time,note
5.729269,experiment,START,-1,,,,,EXP_START,0,,,,,,Experiment started at 2025-11-05 21:37:45
7.150596,questionnaire,PRE,-1,,,QNR,start,QUESTIONNAIRE_ON,71,,,,,,Questionnaire start
11.421587,questionnaire_item,PRE,-1,age,,QNR,Age (in years):,QNR_ITEM,0,,66,,,,qid=age; type=number; required=True
12.988444,questionnaire_item,PRE,-1,country_of_birth,,QNR,"Country of birth (write in plain text, no commas):",QNR_ITEM,0,,77,,,,qid=country_of_birth; type=text; required=True
14.974549,questionnaire_item,PRE,-1,nationality,,QNR,"Nationality (write in plain text, no commas):",QNR_ITEM,0,,vh,,,,qid=nationality; type=text; required=True
19.761473,questionnaire_item,PRE,-1,years_in_luxembourg,,QNR,Years living in Luxembourg (enter a number; use 0 if not living in LU):,QNR_ITEM,0,,8,,,,qid=years_in_luxembourg; type=number; required=True
24.783207,questionnaire_item,PRE,-1,gender,,QNR,Gender (write 'male' or 'female'):,QNR_ITEM,0,,male,,,,qid=gender; type=text; required=True
26.802099,questionnaire_item,PRE,-1,first_language,,QNR,First language (mother tongue) — write in plain text:,QNR_ITEM,0,,gg,,,,qid=first_language; type=text; required=True
29.505413,questionnaire_item,PRE,-1,other_languages,,QNR,Other languages you are comfortable using — write in plain text:,QNR_ITEM,0,,hh,,,,qid=other_languages; type=text; required=False
38.596499,questionnaire_item,PRE,-1,affiliation,,QNR,"Current affiliation (e.g., Bachelor student, Master student, PhD candidate, university employee):",QNR_ITEM,0,,mnm,,,,qid=affiliation; type=text; required=True
40.181771,questionnaire_item,PRE,-1,department_unit,,QNR,Department or Unit:,QNR_ITEM,0,,hjk,,,,qid=department_unit; type=text; required=True
41.616367,questionnaire_item,PRE,-1,highest_degree,,QNR,"Highest degree completed (e.g., Upper-secondary, Bachelor, Master, Doctorate):",QNR_ITEM,0,,klhkl,,,,qid=highest_degree; type=text; required=True
43.636606,questionnaire_item,PRE,-1,degree_field,,QNR,"Field of highest degree (e.g., Computer Science, Economics):",QNR_ITEM,0,,kjhjk,,,,qid=degree_field; type=text; required=True
44.853212,questionnaire_item,PRE,-1,country_secondary_ed,,QNR,Country where you completed most of your secondary education:,QNR_ITEM,0,,bkj,,,,qid=country_secondary_ed; type=text; required=True
46.021051,questionnaire_item,PRE,-1,primary_school_langs,,QNR,Primary schooling language(s) — write in plain text as a sentence (no commas):,QNR_ITEM,0,,jkj,,,,qid=primary_school_langs; type=text; required=True
48.275887,questionnaire_item,PRE,-1,parent_a_edu,,QNR,Parent/Guardian A — highest education:,QNR_ITEM,0,,hkj,,,,qid=parent_a_edu; type=text; required=True
49.507624,questionnaire_item,PRE,-1,parent_b_edu,,QNR,Parent/Guardian B — highest education:,QNR_ITEM,0,,h,,,,qid=parent_b_edu; type=text; required=True
52.978747,questionnaire_item,PRE,-1,first_gen_he,,QNR,"Are you first-generation in higher education? (answer in plain text, e.g., Yes / No / Don’t know):",QNR_ITEM,0,,no,,,,qid=first_gen_he; type=text; required=True
55.864637,questionnaire_item,PRE,-1,living_arrangement,,QNR,Current living arrangement:,QNR_ITEM,0,,lkjl,,,,qid=living_arrangement; type=text; required=False
55.865640,questionnaire,PRE,-1,,,QNR,end,QUESTIONNAIRE_OFF,72,,,,,,Questionnaire end
56.882418,block_start,A1,-1,,,,,BLK_ON,91,,,,,,A1 start (target 420s)
60.523689,iti,A1,1,65,2019,abstract,CH,ITI,99,3.641207199994824,,,,,ITI duration: 3.62s
60.559241,q_text_on,A1,1,65,2019,abstract,CH,Q_TEXT_ON,11,1.599999814061448e-05,,,,,
62.673122,q_stem_on,A1,1,65,2019,abstract,CH,Q_STEM_ON,14,1.5700003132224083e-05,,,,,
63.787619,q_options_on,A1,1,65,2019,abstract,CH,Q_OPTIONS_ON,15,1.6400001186411828e-05,,,,,
